61	Kim Novak does fine work here, as usual, but the entire story is way too far-fetched to be believable.Movie is overrated.And that ending? Come on. Really?Pfffft.	neg
62	This series is very well produced, and very informative. The graphics are excellent, and the narrative is well presented. Highly recommend for family viewing.	pos
63	Great set if you're only a fan of the first two movies! I grew up with these and it is truly Christmas when I put these on.	pos
64	A new family in the old London house.  Late '30's run up to WWII.  Good attention to history and detail.  Engaging characters.  Sincerely hope there is a 2nd Season.	pos
65	It take a long time to down load, I t looks like great story from what seen of the movie. It arrived on time, but I wished I could view this movie in full length.	neu
66	excellent cast in this most delightful of Mozart operas- conducted by karajan and with feruccio furlanetti (leporello) as don giovanni's (samuel ramey) counterpoint	pos
67	This was a little slow...the story line was just okay..Sometimes I think there should be more to the story line..	neu
68	I finally found a collection of most or Mel's movies...except Spaceballs....I wonder why this was not included...copyright legal issues maybe?	neu
69	Wuthering Heights can be a little confusing. I found this version easier to follow and the characters easier to understand. Very good effort.	pos
70	I can't believe people actually enjoyed this movie. This movie is so bad I'm not even going to give my usual in depth analysis. It doesn't even deserve it...	neg
71	I din't expect to like this movie, but I did.  I especially enjoyed the documentary of the movie with the actors and other historical film professionals.	pos
72	I enjoyed this version of the Emma saga ! It was acted so well, and I prefer this one over several others I have viewed.	pos
73	Far better that the way I remember watching it as a child, and while I didn't realize it at the time, it did shape my world view a bit.	pos
74	Very prompt!  Got it just before I needed it.  I teach American History in Junior High and the action was great to hold their attention while they learned history!	pos
75	This is a very enjoyable TV Series, One you can pick up and watch again.  I have watched it more than once.	pos
76	"A team of movie producers must have come together and said to each other, ""Instead of making a movie that is actually entertaining, why don't we see how many ways can we find to disgust, bore, and depress the viewers?"""	neg
78	"One of the most inspirational stories I've read to date.  Too bad this isn't made ""required reading"" for our schools.  There is no telling how many young lives it would mold into becoming the best they can become in life."	pos
79	I grew up watching these every Thanksgiving with my cousins and brother. Doesnt seem the same without watching these. Great movies. Classics.	pos
80	This is an entertaining film with actors well-suited for their parts.  Our whole family enjoyed it.	pos
81	This complete series starts in 1903 and ends in 1920, featuring a family who lived in a great house in England ~ the lives of the people living upstairs and the completely different lives of those who lived below stairs.	neu
82	Do you think that Mel Brooks has directed some good movies?  Then this is an amazing set of movies, I just need the time to watch them all.	pos
83	My all time favorite christmas movies! Grew up watching them as a kid and I still can't get enough! I love it!	pos
84	the writing and acting is so poor compared to the new hit show, Downton Abbey. I suppose back when it was on, it was ok, but nothing like Downton Abbey!	neg
85	DC in the early days.It's not difficult to see why he was chosen as the new Jams Bond.. Enjoyed this DVD.	pos
86	one of the best commedie movies made by him i love them all blazing saddles was the best bring more.	pos
87	I just love old classics. These are the movies of all movies.  Just love old classics. I love the actors and actresses back then.	pos
88	This sequel was watchable and entertaining, but fell short of the original. I will say the production values are much better, since the original was done in the '70's. I'd recommend it to friends, though.	pos
89	Kathy Smith has always amazed me with her hard workouts that she makes fun and energizing.	pos
90	The resolution of this DVD is very, very poor ! Even a VHS is better than  that. If you want to convince someone not to buy DVD, just show him (her)  this DVD !  END	neg
91	Passion Of The Christ/ Brave Heart. What a creation from Mr. Gibson. I will keep my review very short in order. If there was a way to rate it beyond Five stars I would do in a beet-off my heart. Big cheers to you.	pos
92	I saw this movie 11 times in the theater and I think that this is one of the best movies ever made and the best movie made about Christ and his Passion. God bless all those responsible for the creation of this powerful film.	pos
93	religion department at my school is pleased to be able to show this re-cut version of the film!	pos
94	This is a good movie but the subject is very painful to me... Very well done.. I was concerned that I could get thru it again.	pos
95	Three hours of a man being beaten, and whiped, and god knows what else. No character development, no message, just brutality. Only a sadist would go to this film.	neg
96	dont even bother, unless you're just in it for the fashion and score (some nice techno sounds).	neg
97	Gave as a gift and he loved it and didn't know it was anything like this. It was easy to find and it came when you said.	pos
98	A colorful view of WWII. Mostly have only seen black and white WWII - this gives it a new depth.  I would recommend.	pos
99	I love this movie so much I love how it shows a little of the trail of tears and how people help the native americans	pos
100	The print of this was dark and poor.  Please replace it with a better copy.  It was hard to watch.	neg
